name,cluster_1.match,cluster_10.match,cluster_14.match,cluster_16.match,cluster_18.match,cluster_2.match,cluster_20.match,cluster_21.match,cluster_22.match,cluster_23.match,cluster_25.match,cluster_26.match,cluster_28.match,cluster_29.match,cluster_3.match,cluster_31.match,cluster_33.match,cluster_35.match,cluster_37.match,cluster_38.match,cluster_39.match,cluster_4.match,cluster_40.match,cluster_42.match,cluster_44.match,cluster_7.match,cluster_8.match,cluster_9.match
ALL_REPORTS/report_33.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no
ALL_REPORTS/report_34.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_35.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_36.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_37.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_38.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_39.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no
ALL_REPORTS/report_4.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_40.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_41.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_42.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_43.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_44.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_45.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_46.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_47.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_48.tsv,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes
ALL_REPORTS/report_49.tsv,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes
ALL_REPORTS/report_5.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_50.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_51.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_52.tsv,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_53.tsv,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_54.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_55.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes
ALL_REPORTS/report_56.tsv,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_57.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_58.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_59.tsv,no,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_6.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_60.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_61.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_62.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_63.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_64.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_65.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_66.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_67.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_68.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_69.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_7.tsv,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no
ALL_REPORTS/report_70.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_71.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_72.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_73.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_74.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_75.tsv,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_76.tsv,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_77.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ALL_REPORTS/report_78.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_79.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_8.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_80.tsv,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_81.tsv,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_82.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_83.tsv,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes
ALL_REPORTS/report_84.tsv,no,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_85.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_86.tsv,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_87.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_88.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_89.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_9.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_90.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_91.tsv,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes
ALL_REPORTS/report_92.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_93.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_94.tsv,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes
ALL_REPORTS/report_95.tsv,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes
ALL_REPORTS/report_96.tsv,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes
ALL_REPORTS/report_97.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_98.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
ALL_REPORTS/report_99.tsv,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
